Kode,info_longName,info_sector,info_industry,info_marketCap,info_category,trading_recommendation,technical_trend,technical_momentum,technical_signal,price_action_market_structure,price_action_market_total_zones,fundamental_score,fundamental_rating,valuation_score,valuation_conclusion,valuation_reason,valuation_notes,info_website
TOYS.JK,PT Sunindo Adipersada Tbk,Consumer Cyclical,Leisure,11480005632.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.sunindo.id
PURA.JK,PT Putra Rajawali Kencana Tbk,Industrials,Trucking,283586887680.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,11.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://puratrans.com
PAMG.JK,PT Bima Sakti Pertiwi Tbk,Real Estate,Real Estate - Diversified,237499990016.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,24.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.bimasaktipertiwi.com
ITIC.JK,PT Indonesian Tobacco Tbk,Consumer Defensive,Tobacco,364999344128.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,25.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah),https://www.indonesiantobacco.com
OPMS.JK,PT Optima Prima Metal Sinergi Tbk,Industrials,Waste Management,139483103232.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,35.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.opms.co.id
DMND.JK,PT Diamond Food Indonesia Tbk,Consumer Defensive,Packaged Foods,7385319997440.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,16.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah|✅ Dividend yield tinggi,https://www.diamond.co.id
TRIN.JK,PT Perintis Triniti Properti Tbk,Real Estate,Real Estate - Development,7214060797952.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,26.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://trinitiland.com
KAYU.JK,PT Darmi Bersaudara Tbk,,,11969999872.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),
TRJA.JK,PT Transkon Jaya Tbk,Industrials,Rental & Leasing Services,271836004352.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,28.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://transkon-rent.com
KJEN.JK,PT Krida Jaringan Nusantara Tbk,Industrials,Integrated Freight & Logistics,101000003584.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,30.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.kjn.id
NZIA.JK,PT Nusantara Almazia Tbk,Real Estate,Real Estate - Development,257112244224.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,21.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.nusantara-almazia.com
BLTA.JK,PT Berlian Laju Tanker Tbk,Industrials,Marine Shipping,1450912907264.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,8.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.blt.co.id
BKDP.JK,PT Bukit Darmo Property Tbk,Real Estate,Real Estate Services,548521443328.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,14.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://bukitdarmoproperty.com
INDO.JK,PT Royalindo Investa Wijaya Tbk,Consumer Cyclical,Lodging,1819181187072.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,31.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV wajar,https://www.royalindo.id
BNBR.JK,PT Bakrie & Brothers Tbk,Industrials,Conglomerates,36764366405632.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,12.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.bakrie-brothers.com
REAL.JK,PT Repower Asia Indonesia Tbk,Real Estate,Real Estate - Diversified,550589628416.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,28.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV rendah|✅ Dividend yield tinggi,https://repowerasiaindonesia.co.id
KBLM.JK,PT Kabelindo Murni Tbk,Industrials,Electrical Equipment & Parts,385279983616.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,29.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.kabelindo.co.id
BIMA.JK,"PT. Primarindo Asia Infrastructure, Tbk.",Consumer Cyclical,Footwear & Accessories,49870409728.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,11.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.primarindo.co.id
ANJT.JK,PT Austindo Nusantara Jaya Tbk,Consumer Defensive,Farm Products,5970431311872.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,HL,25.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi,https://www.anj-group.com
STRK.JK,PT Lovina Beach Brewery Tbk,Consumer Defensive,Beverages - Brewers,2187254562816.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,34.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://lovinabeachbrewery.com
ALMI.JK,PT Alumindo Light Metal Industry Tbk,Basic Materials,Aluminum,282384007168.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.alumindo.com
AEGS.JK,PT. Anugerah Spareparts Sejahtera Tbk,Consumer Cyclical,Auto Parts,70425649152.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,25.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://www.aegisfilter.co.id
MSIE.JK,PT Multisarana Intan Eduka Tbk,Real Estate,Real Estate Services,102200549376.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,17.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://msie.co.id
MUTU.JK,PT Mutuagung Lestari Tbk,Industrials,Specialty Business Services,383439994880.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,24.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar|✅ Dividend yield tinggi,https://www.mutucertification.com
ALTO.JK,PT Tri Banyan Tirta Tbk,Consumer Defensive,Beverages - Non-Alcoholic,39453667328.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.altospringswater.com
AMFG.JK,PT Asahimas Flat Glass Tbk,Basic Materials,Building Materials,1597120053248.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,24.0,10.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.amfg.co.id
AMIN.JK,PT Ateliers Mecaniques D'Indonesie Tbk,Industrials,Specialty Industrial Machinery,315359985664.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,33.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar|✅ Dividend yield tinggi,https://www.atmindoboiler.com
WIDI.JK,PT Widiant Jaya Krenindo Tbk,Industrials,Rental & Leasing Services,76801523712.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,18.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.ptwidi.com/
CRSN.JK,PT Carsurin Tbk,Industrials,Specialty Business Services,422231998464.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,22.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar|✅ Dividend yield tinggi,https://carsurin.com
RELF.JK,PT Graha Mitra Asia Tbk,Real Estate,Real Estate - Development,303575105536.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,21.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah|✅ Dividend yield tinggi,https://www.relifeasia.com
DGNS.JK,PT Diagnos Laboratorium Utama Tbk,Healthcare,Diagnostics & Research,340000014336.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,27.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|✅ PBV wajar,https://diagnos.co.id
VKTR.JK,PT VKTR Teknologi Mobilitas Tbk,Consumer Cyclical,Recreational Vehicles,52499998310400.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,31.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://vktr.id
KLAS.JK,PT Pelayaran Kurnia Lautan Semesta Tbk,Industrials,Marine Shipping,389952503808.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,26.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah|✅ Dividend yield tinggi,https://www.pelayarankls.co.id
APEX.JK,PT Apexindo Pratama Duta Tbk,Energy,Oil & Gas Drilling,844059049984.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,29.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.apexindo.com
TYRE.JK,PT King Tire Indonesia Tbk,Consumer Cyclical,Auto Parts,442033864704.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,11.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://kingland.co.id
MBMA.JK,PT Merdeka Battery Materials Tbk.,Basic Materials,Other Precious Metals & Mining,83156472430592.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,34.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.merdekabattery.com
MENN.JK,PT Menn Teknologi Indonesia Tbk,Industrials,Electrical Equipment & Parts,76004753408.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,8.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.menngroup.id
HAJJ.JK,PT Arsy Buana Travelindo Tbk,Consumer Cyclical,Travel Services,407268589568.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,25.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://abttravel.id
GTRA.JK,PT Grahaprima Suksesmandiri Tbk,Industrials,Integrated Freight & Logistics,647876247552.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,35.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar|✅ Dividend yield tinggi,https://grahatrans.com
APII.JK,PT Arita Prima Indonesia Tbk,Industrials,Tools & Accessories,225909604352.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,24.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ Harga di bawah nilai buku (murah),https://www.arita.co.id
PTMP.JK,PT Mitra Pack Tbk,Industrials,Specialty Industrial Machinery,294735609856.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,HL,21.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.mitrapack.co.id
RGAS.JK,,Energy,Oil & Gas Equipment & Services,147382632448.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,21.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.kianmulia.com
IKPM.JK,,Healthcare,Pharmaceutical Retailers,424534966272.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,25.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.ikapharmindo.com
SURI.JK,,Healthcare,Medical Instruments & Supplies,589096878080.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,25.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://malgloves.com
ALKA.JK,PT Alakasa Industrindo Tbk,Basic Materials,Aluminum,183024844800.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,29.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV rendah,https://ai.alakasa.co.id
KBAG.JK,PT Karya Bersama Anugerah Tbk,Consumer Cyclical,Residential Construction,429000163328.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,11.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://kbag.co.id
SBAT.JK,PT Sejahtera Bintang Abadi Textile Tbk,Consumer Cyclical,Textile Manufacturing,4752982528.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://sbatextile.com
ACST.JK,PT Acset Indonusa Tbk,Industrials,Engineering & Construction,2845700784128.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,22.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.acset.co
ADHI.JK,PT Adhi Karya (Persero) Tbk,Industrials,Engineering & Construction,2169163087872.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,26.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ Harga di bawah nilai buku (murah),https://adhi.co.id
LUCK.JK,PT Sentral Mitra Informatika Tbk,Technology,Computer Hardware,105215197184.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,22.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.sentral.co.id
DEAL.JK,PT Dewata Freightinternational Tbk,,,6877026304.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
BRRC.JK,,Consumer Defensive,Packaged Foods,135038500864.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,32.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://rajaroticemerlang.com
HGII.JK,,Utilities,Utilities - Renewable,1091999956992.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,22.0,10.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://heroglobalinvestment.com
YOII.JK,,Financial Services,Insurance - Diversified,366441562112.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,16.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.adbinsure.com
KSIX.JK,,Real Estate,Real Estate - Development,932094672896.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,24.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.kentanix.com
VERN.JK,,Communication Services,Entertainment,595706052608.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,30.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://www.veronapictures.co.id
GUNA.JK,,Consumer Defensive,Packaged Foods,729999998976.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,20.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah|✅ Dividend yield tinggi,https://www.gunanusafood.com
ISEA.JK,,Consumer Defensive,Packaged Foods,173751664640.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,29.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.indoamericanseafoods.com
PART.JK,,Consumer Cyclical,Auto Parts,309860597760.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,31.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar|✅ Dividend yield tinggi,https://www.ciptaperdanalancar.com
AKKU.JK,PT Anugerah Kagum Karya Utama Tbk,Consumer Cyclical,Lodging,316023734272.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,3.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),
VISI.JK,,Industrials,Industrial Distribution,1137750048768.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,24.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://satuvisiputra.com
BAIK.JK,,Consumer Cyclical,Restaurants,220501540864.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,34.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://ptbersamamencapaipuncak.com
MPIX.JK,,Technology,Software - Infrastructure,115630096384.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,15.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://mpstore.co.id
TOSK.JK,,Technology,Software - Application,288768294912.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,19.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar|✅ Dividend yield tinggi,https://topindoku.co.id
GRPH.JK,,Consumer Cyclical,Lodging,65000001536.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,18.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.griptha.com
MANG.JK,,Industrials,Engineering & Construction,263063715840.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,22.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.manggungpolahraya.co.id
HILL.JK,PT Hillcon Tbk,Basic Materials,Other Industrial Metals & Mining,2373381521408.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,21.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|✅ PBV wajar,https://www.hillcon.co.id
VAST.JK,PT Vastland Indonesia Tbk,Real Estate,Real Estate Services,513361903616.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,28.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://vastland.co.id
FWCT.JK,PT Wijaya Cahaya Timber Tbk,Basic Materials,Lumber & Wood Production,272857006080.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,25.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://wijayacahayatimber.com
SEMA.JK,PT Semacom Integrated Tbk,Industrials,Specialty Industrial Machinery,177838178304.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,21.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|✅ PBV rendah,https://sema.id
BAPA.JK,PT Bekasi Asri Pemula Tbk,Real Estate,Real Estate - Development,68825587712.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,26.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.bekasiasripemula.co.id
NASI.JK,PT Wahana Inti Makmur Tbk,Consumer Defensive,Farm Products,100924997632.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,28.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV wajar,https://www.wahanaintimakmur.com
IPPE.JK,PT Indo Pureco Pratama Tbk,Consumer Defensive,Packaged Foods,64399998976.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah),https://indopureco.co.id
OBMD.JK,PT OBM Drilchem Tbk,Basic Materials,Specialty Chemicals,230513983488.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,25.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://www.drilchem.com
BAYU.JK,PT Bayu Buana Tbk,Consumer Cyclical,Travel Services,489210773504.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,26.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.bayubuanatravel.com
BINO.JK,PT Perma Plasindo Tbk,Industrials,Business Equipment & Supplies,302617067520.0,Kecil,WAIT,BEARISH,NETRAL,SELL,LL,24.0,10.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah),https://www.permaplasindo.co.id
BBLD.JK,PT Buana Finance Tbk,Financial Services,Credit Services,1571735207936.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,25.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV rendah|✅ Dividend yield tinggi,https://www.buanafinance.co.id
BOBA.JK,PT Formosa Ingredient Factory Tbk,Consumer Defensive,Packaged Foods,212657995776.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,HL,26.0,10.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://bobaking.co.id
